payment_id,transaction_id,payment_date,method,amount_usd
PAY_01024,TX_02146,2024-09-10 00:57:32,PayPal,313
PAY_01025,TX_03576,2024-09-23 06:23:39,Bank Transfer,337
PAY_01026,TX_04857,2024-12-21 19:37:00,Bank Transfer,456
PAY_01027,TX_03562,2024-06-10 06:36:49,PayPal,99
PAY_01028,TX_02475,2024-02-21 08:07:18,Bank Transfer,165
PAY_01029,TX_00227,2024-11-13 02:19:13,PayPal,392
PAY_01030,TX_02611,2024-10-19 10:48:00,Credit Card,244
PAY_01031,TX_02276,2024-06-25 23:09:07,Credit Card,246
PAY_01032,TX_04802,2024-09-01 06:20:30,PayPal,401
PAY_01033,TX_01816,2024-02-27 22:19:33,Credit Card,199
PAY_01034,TX_03855,2024-08-18 00:44:47,Bank Transfer,43
PAY_01035,TX_03996,2024-10-06 00:14:33,Credit Card,118
PAY_01036,TX_01411,2024-08-31 13:16:09,Credit Card,410
PAY_01037,TX_04765,2024-06-05 02:30:43,Bank Transfer,289
PAY_01038,TX_03380,2024-09-19 06:02:40,Bank Transfer,453
PAY_01039,TX_01846,2024-07-13 00:37:20,Credit Card,113
PAY_01040,TX_01338,2024-12-19 18:22:16,Credit Card,299
PAY_01041,TX_00118,2024-03-30 19:24:16,Credit Card,482
PAY_01042,TX_01869,2024-05-19 10:05:10,PayPal,288
PAY_01043,TX_02098,2024-02-08 08:07:38,PayPal,166
PAY_01044,TX_01814,2024-01-27 08:06:19,Credit Card,304
PAY_01045,TX_01588,2024-01-25 18:29:15,Credit Card,41
PAY_01046,TX_03253,2024-09-11 15:57:31,Bank Transfer,21
PAY_01047,TX_00543,2024-12-20 23:32:30,Credit Card,122
PAY_01048,TX_02375,2024-08-02 13:03:09,Credit Card,480
PAY_01049,TX_01527,2024-12-02 22:50:30,PayPal,55
PAY_01050,TX_03568,2024-06-19 11:50:24,PayPal,313
PAY_01051,TX_01270,2024-09-25 08:53:52,PayPal,293
PAY_01052,TX_00602,2024-06-10 11:38:31,Bank Transfer,70
PAY_01053,TX_03615,2024-12-01 17:32:06,Credit Card,162
PAY_01054,TX_02150,2024-06-02 17:41:09,PayPal,403
PAY_01055,TX_03302,2024-02-12 17:48:09,Bank Transfer,455
PAY_01056,TX_00388,2024-07-23 20:09:38,Credit Card,36
PAY_01057,TX_03681,2024-04-13 14:07:41,Credit Card,387
PAY_01058,TX_01603,2024-06-25 23:49:15,Bank Transfer,96
PAY_01059,TX_03283,2024-07-04 19:39:38,Credit Card,297
PAY_01060,TX_02697,2024-07-23 23:15:02,Bank Transfer,142
PAY_01061,TX_04435,2024-04-29 11:05:41,Bank Transfer,457
PAY_01062,TX_04152,2024-12-15 02:09:43,PayPal,455
PAY_01063,TX_03834,2024-06-11 07:40:35,Bank Transfer,403
PAY_01064,TX_01306,2024-04-07 13:31:04,PayPal,488
PAY_01065,TX_00717,2024-02-03 11:03:10,Credit Card,365
PAY_01066,TX_03656,2024-11-29 14:24:16,PayPal,193
PAY_01067,TX_02992,2024-03-17 04:56:59,Bank Transfer,151
PAY_01068,TX_00314,2024-03-30 14:05:19,PayPal,282
PAY_01069,TX_02281,2024-04-20 23:55:08,Credit Card,413
PAY_01070,TX_02623,2024-10-08 22:35:02,PayPal,290
PAY_01071,TX_00888,2024-05-06 11:30:48,Credit Card,429
PAY_01072,TX_04343,2024-12-29 18:25:19,Bank Transfer,227
PAY_01073,TX_02490,2024-08-31 23:23:11,PayPal,315
PAY_01074,TX_01923,2024-11-29 06:03:05,Credit Card,245
PAY_01075,TX_04030,2024-02-16 18:16:29,Credit Card,208
PAY_01076,TX_03064,2024-01-08 16:51:44,PayPal,484
PAY_01077,TX_00161,2024-10-24 02:13:13,PayPal,377
PAY_01078,TX_02188,2024-12-22 15:11:43,PayPal,163
PAY_01079,TX_02352,2024-04-25 12:55:46,PayPal,373
PAY_01080,TX_01484,2024-06-08 22:09:58,PayPal,270
PAY_01081,TX_03893,2024-02-08 21:56:56,Credit Card,395
PAY_01082,TX_01738,2024-12-05 23:01:17,Bank Transfer,496
PAY_01083,TX_04221,2024-02-10 19:27:12,Credit Card,264
PAY_01084,TX_01909,2024-04-16 12:15:33,PayPal,37
PAY_01085,TX_01371,2024-10-13 19:52:45,PayPal,222
PAY_01086,TX_01978,2024-06-25 00:41:53,Bank Transfer,223
PAY_01087,TX_03396,2024-06-24 13:31:00,PayPal,21
PAY_01088,TX_02455,2024-06-10 13:18:37,Bank Transfer,457
PAY_01089,TX_04260,2024-07-10 04:10:30,PayPal,395
PAY_01090,TX_04958,2024-05-12 08:24:29,Credit Card,421
PAY_01091,TX_02288,2024-11-01 01:21:42,Bank Transfer,73
PAY_01092,TX_01237,2024-10-07 10:10:55,Credit Card,185
PAY_01093,TX_03175,2024-04-26 08:42:14,PayPal,372
PAY_01094,TX_01207,2024-01-31 11:01:47,Credit Card,348
PAY_01095,TX_00505,2024-11-15 11:21:55,Credit Card,162
PAY_01096,TX_03768,2024-05-19 08:04:11,Credit Card,467
PAY_01097,TX_04621,2024-05-15 21:28:37,Bank Transfer,111
PAY_01098,TX_01404,2024-05-20 14:39:54,Bank Transfer,27
PAY_01099,TX_01768,2024-07-30 17:03:21,Bank Transfer,271
PAY_01100,TX_03734,2024-10-29 03:38:45,Credit Card,449
PAY_01101,TX_00701,2024-09-25 06:05:26,Credit Card,119
PAY_01102,TX_03205,2024-12-25 06:07:52,PayPal,58
PAY_01103,TX_04146,2024-02-03 14:16:27,Bank Transfer,455
PAY_01104,TX_03006,2024-10-11 22:30:40,PayPal,155
PAY_01105,TX_04791,2024-09-15 10:38:31,Credit Card,381
PAY_01106,TX_04122,2024-05-16 17:30:41,Bank Transfer,453
PAY_01107,TX_04083,2024-05-21 05:24:02,PayPal,69
PAY_01108,TX_00011,2024-03-25 01:35:55,Credit Card,102
PAY_01109,TX_04904,2024-07-26 01:01:08,Credit Card,273
PAY_01110,TX_02059,2024-05-12 12:08:21,Credit Card,215
PAY_01111,TX_03678,2024-12-12 08:37:26,Bank Transfer,46
PAY_01112,TX_02820,2024-12-06 13:56:59,Bank Transfer,96
PAY_01113,TX_00973,2024-04-03 21:02:11,PayPal,313
PAY_01114,TX_03793,2024-08-19 01:52:02,Credit Card,274
PAY_01115,TX_02455,2024-06-12 21:10:16,Bank Transfer,40
PAY_01116,TX_00842,2024-05-18 00:26:11,Bank Transfer,237
PAY_01117,TX_04455,2024-03-09 19:12:56,Credit Card,64
PAY_01118,TX_00285,2024-10-13 04:23:06,Credit Card,461
PAY_01119,TX_02436,2024-01-05 23:50:03,PayPal,426
PAY_01120,TX_02832,2024-10-02 22:31:25,PayPal,201
PAY_01121,TX_04521,2024-08-27 23:14:58,PayPal,305
PAY_01122,TX_01030,2024-05-14 19:34:42,Bank Transfer,498
PAY_01123,TX_04452,2024-08-14 09:07:08,Bank Transfer,370
PAY_01124,TX_02967,2024-07-08 19:07:09,Bank Transfer,163
PAY_01125,TX_00554,2024-04-26 15:00:26,Bank Transfer,71
PAY_01126,TX_00268,2024-08-26 14:23:08,Bank Transfer,270
PAY_01127,TX_01241,2024-02-02 00:23:19,Credit Card,125
PAY_01128,TX_04160,2024-11-24 17:06:40,PayPal,316
PAY_01129,TX_02490,2024-12-04 06:12:53,PayPal,218
PAY_01130,TX_02589,2024-01-19 09:01:41,PayPal,356
PAY_01131,TX_00470,2024-02-05 13:43:20,PayPal,299
PAY_01132,TX_03288,2024-08-12 07:42:39,Credit Card,167
PAY_01133,TX_03937,2024-08-08 02:51:45,Bank Transfer,122
PAY_01134,TX_02020,2024-02-12 23:51:09,Bank Transfer,430
PAY_01135,TX_02024,2024-09-02 03:37:27,Bank Transfer,21
PAY_01136,TX_01590,2024-11-01 07:56:06,PayPal,275
PAY_01137,TX_04974,2024-08-25 01:40:01,PayPal,79
PAY_01138,TX_02061,2024-10-23 20:01:52,Credit Card,326
PAY_01139,TX_04318,2024-01-16 17:38:27,Credit Card,404
PAY_01140,TX_01420,2024-08-17 10:20:33,Bank Transfer,110
PAY_01141,TX_00881,2024-05-20 03:50:10,Bank Transfer,120
PAY_01142,TX_00839,2024-07-20 13:02:21,Bank Transfer,133
PAY_01143,TX_00752,2024-01-27 16:13:02,Bank Transfer,281
PAY_01144,TX_00270,2024-08-30 21:40:17,Bank Transfer,441
PAY_01145,TX_03370,2024-02-28 07:15:41,Bank Transfer,73
PAY_01146,TX_04828,2024-12-12 20:15:20,PayPal,207
PAY_01147,TX_04712,2024-06-22 22:30:27,Credit Card,46
PAY_01148,TX_03504,2024-04-04 03:08:47,Credit Card,259
PAY_01149,TX_03961,2024-12-19 15:03:28,PayPal,99
PAY_01150,TX_02076,2024-11-16 10:31:35,Bank Transfer,209
PAY_01151,TX_01313,2024-01-05 08:58:27,Bank Transfer,338
PAY_01152,TX_02285,2024-02-13 10:29:19,Bank Transfer,374
PAY_01153,TX_00384,2024-12-18 11:42:05,Credit Card,110
PAY_01154,TX_04181,2024-05-14 20:55:21,Credit Card,54
PAY_01155,TX_04342,2024-04-20 12:22:34,Bank Transfer,77
PAY_01156,TX_02809,2024-08-27 13:59:22,Bank Transfer,208
PAY_01157,TX_00804,2024-07-05 07:32:39,PayPal,272
PAY_01158,TX_04336,2024-10-29 20:25:59,Bank Transfer,55
PAY_01159,TX_01097,2024-10-09 11:12:31,PayPal,377
PAY_01160,TX_03743,2024-02-19 13:15:04,Bank Transfer,111
PAY_01161,TX_04484,2024-08-06 08:32:45,Bank Transfer,75
PAY_01162,TX_03720,2024-07-28 04:27:07,Bank Transfer,86
PAY_01163,TX_04772,2024-10-22 00:15:11,PayPal,332
PAY_01164,TX_02697,2024-04-21 11:08:25,PayPal,188
PAY_01165,TX_04267,2024-09-03 18:05:26,PayPal,306
PAY_01166,TX_00809,2024-10-05 00:00:15,Credit Card,150
PAY_01167,TX_02152,2024-02-03 07:01:55,Credit Card,185
PAY_01168,TX_03294,2024-01-17 10:46:35,Bank Transfer,456
PAY_01169,TX_01306,2024-05-22 12:30:03,PayPal,71
PAY_01170,TX_03460,2024-03-19 16:45:49,PayPal,171
PAY_01171,TX_02420,2024-02-06 07:41:21,Bank Transfer,429
PAY_01172,TX_04225,2024-01-07 22:45:57,Bank Transfer,124
PAY_01173,TX_01197,2024-04-05 17:08:14,Bank Transfer,386
PAY_01174,TX_04568,2024-11-03 22:25:23,Bank Transfer,111
PAY_01175,TX_03525,2024-09-19 16:24:14,PayPal,220
PAY_01176,TX_01526,2024-09-16 03:04:46,Credit Card,312
PAY_01177,TX_01600,2024-04-09 13:16:05,PayPal,392
PAY_01178,TX_01045,2024-06-22 09:05:19,Credit Card,238
PAY_01179,TX_02154,2024-08-20 20:00:23,Bank Transfer,451
PAY_01180,TX_01868,2024-10-18 03:18:26,Credit Card,86
PAY_01181,TX_01376,2024-03-02 15:19:28,PayPal,188
PAY_01182,TX_00612,2024-02-24 23:16:04,PayPal,324
PAY_01183,TX_03317,2024-08-30 11:38:39,PayPal,47
PAY_01184,TX_01599,2024-06-10 02:55:39,PayPal,307
PAY_01185,TX_04950,2024-03-15 09:28:14,PayPal,374
PAY_01186,TX_01978,2024-10-01 12:00:50,PayPal,474
PAY_01187,TX_04398,2024-12-11 23:20:05,Bank Transfer,346
PAY_01188,TX_00639,2024-01-18 21:08:14,Credit Card,488
PAY_01189,TX_04167,2024-07-09 04:26:26,Bank Transfer,51
PAY_01190,TX_01923,2024-08-11 00:14:08,Credit Card,185
PAY_01191,TX_00646,2024-04-13 04:31:36,Credit Card,423
PAY_01192,TX_04270,2024-04-02 13:11:48,Credit Card,155
PAY_01193,TX_01999,2024-04-12 12:16:44,PayPal,87
PAY_01194,TX_00090,2024-10-01 15:42:38,PayPal,173
PAY_01195,TX_03279,2024-01-17 18:29:03,PayPal,482
PAY_01196,TX_02367,2024-04-11 00:25:48,Credit Card,345
PAY_01197,TX_00824,2024-07-22 05:42:25,Credit Card,323
PAY_01198,TX_00551,2024-01-26 18:58:09,Credit Card,115
PAY_01199,TX_00060,2024-06-30 05:18:34,Bank Transfer,216
PAY_01200,TX_04223,2024-10-28 10:28:13,PayPal,127
PAY_01201,TX_04179,2024-12-09 18:11:36,PayPal,65
PAY_01202,TX_01244,2024-01-25 00:07:55,PayPal,205
PAY_01203,TX_03480,2024-09-20 08:49:51,Bank Transfer,473
PAY_01204,TX_00946,2024-04-18 07:12:48,Bank Transfer,342
PAY_01205,TX_01641,2024-01-08 16:02:33,Bank Transfer,304
PAY_01206,TX_01953,2024-02-20 19:26:26,Credit Card,102
PAY_01207,TX_02634,2024-10-01 10:43:39,Bank Transfer,157
PAY_01208,TX_03502,2024-11-11 10:21:48,Credit Card,346
PAY_01209,TX_00890,2024-06-01 14:08:57,Credit Card,256
PAY_01210,TX_00574,2024-07-13 21:24:10,PayPal,468
PAY_01211,TX_00513,2024-01-23 20:39:18,PayPal,340
PAY_01212,TX_04161,2024-10-28 00:33:01,Bank Transfer,164
PAY_01213,TX_01965,2024-09-18 13:02:24,Credit Card,297
PAY_01214,TX_04052,2024-06-22 15:42:09,Credit Card,119
PAY_01215,TX_02231,2024-10-25 08:59:57,Credit Card,33
PAY_01216,TX_02284,2024-03-11 01:32:37,PayPal,281
PAY_01217,TX_04985,2024-01-22 01:43:04,PayPal,433
PAY_01218,TX_00612,2024-11-26 04:14:51,PayPal,66
PAY_01219,TX_00438,2024-06-30 20:20:24,PayPal,244
PAY_01220,TX_01460,2024-10-24 17:15:23,PayPal,423
PAY_01221,TX_00524,2024-02-26 11:53:27,PayPal,163
PAY_01222,TX_03578,2024-07-06 07:46:37,Bank Transfer,215
PAY_01223,TX_04896,2024-06-29 22:49:38,Bank Transfer,309
PAY_01224,TX_03399,2024-07-29 22:08:33,Bank Transfer,276
PAY_01225,TX_02262,2024-09-13 14:10:40,Bank Transfer,480
PAY_01226,TX_01024,2024-02-06 18:39:22,Credit Card,451
PAY_01227,TX_01580,2024-07-09 05:50:50,PayPal,27
PAY_01228,TX_00322,2024-11-26 02:43:20,PayPal,297
PAY_01229,TX_03127,2024-07-26 06:15:40,Bank Transfer,343
PAY_01230,TX_02832,2024-09-02 17:30:05,Credit Card,309
PAY_01231,TX_04276,2024-03-17 13:27:16,Bank Transfer,463
PAY_01232,TX_02428,2024-02-29 23:47:07,PayPal,448
PAY_01233,TX_02981,2024-12-13 16:39:43,Bank Transfer,312
PAY_01234,TX_03758,2024-06-09 05:52:50,Credit Card,396
PAY_01235,TX_00450,2024-02-10 00:13:29,PayPal,42
PAY_01236,TX_01285,2024-11-05 09:40:41,Credit Card,103
PAY_01237,TX_03519,2024-07-01 02:58:02,Bank Transfer,274
PAY_01238,TX_01661,2024-11-14 04:25:40,PayPal,392
PAY_01239,TX_00904,2024-05-12 01:52:45,Credit Card,43
PAY_01240,TX_01178,2024-01-25 05:27:54,Credit Card,494
PAY_01241,TX_00330,2024-03-18 01:01:02,Credit Card,416
PAY_01242,TX_00637,2024-06-08 15:42:19,PayPal,344
PAY_01243,TX_01890,2024-12-24 07:28:02,PayPal,355
PAY_01244,TX_01868,2024-07-01 03:31:08,Bank Transfer,335
PAY_01245,TX_02516,2024-09-03 08:49:04,Bank Transfer,57
PAY_01246,TX_00413,2024-06-04 22:29:20,PayPal,451
PAY_01247,TX_03834,2024-04-21 12:13:38,Credit Card,240
PAY_01248,TX_02416,2024-08-25 19:06:45,PayPal,429
PAY_01249,TX_02587,2024-05-12 16:11:54,PayPal,233
PAY_01250,TX_01565,2024-12-28 20:22:21,PayPal,491
PAY_01251,TX_04611,2024-10-02 07:01:05,PayPal,352
PAY_01252,TX_00481,2024-02-08 07:16:31,Bank Transfer,104
PAY_01253,TX_02276,2024-05-20 15:42:15,Bank Transfer,404
PAY_01254,TX_03841,2024-01-19 07:41:46,Credit Card,23
PAY_01255,TX_03312,2024-05-15 06:08:31,PayPal,214
PAY_01256,TX_02883,2024-12-19 17:28:41,PayPal,133
PAY_01257,TX_03744,2024-04-22 09:19:58,Bank Transfer,234
PAY_01258,TX_02520,2024-11-15 11:16:40,Bank Transfer,355
PAY_01259,TX_04614,2024-11-18 23:38:49,PayPal,384
PAY_01260,TX_04401,2024-02-10 20:34:20,Bank Transfer,160
PAY_01261,TX_00655,2024-01-24 05:07:12,PayPal,186
PAY_01262,TX_01978,2024-12-18 03:52:02,Credit Card,306
PAY_01263,TX_00181,2024-11-08 16:08:45,Credit Card,427
PAY_01264,TX_04126,2024-10-31 16:19:32,Credit Card,403
PAY_01265,TX_03020,2024-08-16 08:14:39,PayPal,354
PAY_01266,TX_00765,2024-10-10 00:18:01,Bank Transfer,24
PAY_01267,TX_04136,2024-04-12 08:57:23,Credit Card,146
PAY_01268,TX_02367,2024-07-07 06:24:37,PayPal,452
PAY_01269,TX_03299,2024-11-30 12:22:24,Credit Card,105
PAY_01270,TX_02780,2024-05-07 14:16:51,Credit Card,105
PAY_01271,TX_04988,2024-11-08 16:25:27,Bank Transfer,414
PAY_01272,TX_02372,2024-10-13 14:19:48,PayPal,43
PAY_01273,TX_03391,2024-08-09 11:15:51,Bank Transfer,64
PAY_01274,TX_01783,2024-02-11 17:58:03,Bank Transfer,477
PAY_01275,TX_04781,2024-01-10 20:55:59,Bank Transfer,130
PAY_01276,TX_01065,2024-02-29 11:15:12,Credit Card,309
PAY_01277,TX_02457,2024-03-20 09:12:12,Credit Card,414
PAY_01278,TX_01347,2024-06-16 13:19:53,Credit Card,204
PAY_01279,TX_02228,2024-05-06 20:49:44,PayPal,254
PAY_01280,TX_01183,2024-05-26 05:02:55,Bank Transfer,176
PAY_01281,TX_04133,2024-12-15 23:59:51,Credit Card,425
PAY_01282,TX_02454,2024-02-19 14:42:47,Bank Transfer,180
PAY_01283,TX_00539,2024-08-14 08:28:28,Bank Transfer,219
PAY_01284,TX_02424,2024-10-30 08:05:15,Bank Transfer,141
PAY_01285,TX_02304,2024-02-03 06:01:37,Bank Transfer,452
PAY_01286,TX_00249,2024-05-23 08:50:38,Bank Transfer,243
PAY_01287,TX_04789,2024-10-31 05:33:34,Credit Card,384
PAY_01288,TX_01041,2024-11-10 10:39:41,PayPal,42
PAY_01289,TX_01392,2024-04-09 15:42:42,PayPal,216
PAY_01290,TX_02173,2024-10-14 00:40:57,PayPal,498
PAY_01291,TX_01336,2024-09-13 22:17:44,PayPal,304
PAY_01292,TX_02260,2024-01-06 06:48:18,Bank Transfer,25
PAY_01293,TX_00500,2024-09-26 07:53:01,Credit Card,327
PAY_01294,TX_00811,2024-05-29 18:16:13,Credit Card,364
PAY_01295,TX_04985,2024-11-02 14:13:24,Bank Transfer,108
PAY_01296,TX_03714,2024-12-17 12:07:25,Bank Transfer,498
PAY_01297,TX_03705,2024-04-07 23:09:26,Credit Card,397
PAY_01298,TX_01211,2024-08-25 15:03:31,Credit Card,417
PAY_01299,TX_03746,2024-06-29 23:54:15,PayPal,292
PAY_01300,TX_01987,2024-11-08 12:29:08,PayPal,483
PAY_01301,TX_01492,2024-09-29 22:58:05,PayPal,303
PAY_01302,TX_04271,2024-11-28 12:06:56,Credit Card,284
PAY_01303,TX_03049,2024-07-31 01:59:53,PayPal,134
PAY_01304,TX_04920,2024-08-11 12:21:59,Credit Card,143
PAY_01305,TX_02935,2024-03-03 19:09:26,Credit Card,469
PAY_01306,TX_04365,2024-04-26 13:23:22,Bank Transfer,279
PAY_01307,TX_01818,2024-12-29 00:07:48,Credit Card,423
PAY_01308,TX_04320,2024-05-18 23:49:03,Bank Transfer,188
PAY_01309,TX_01276,2024-04-29 00:09:57,Bank Transfer,55
PAY_01310,TX_03023,2024-02-13 13:04:48,Credit Card,248
PAY_01311,TX_02878,2024-03-04 17:32:39,Credit Card,153
PAY_01312,TX_04015,2024-07-05 03:38:32,PayPal,263
PAY_01313,TX_04088,2024-04-12 06:27:06,Credit Card,84
PAY_01314,TX_01148,2024-07-02 12:01:03,PayPal,256
PAY_01315,TX_00238,2024-12-21 17:03:32,PayPal,453
PAY_01316,TX_02123,2024-10-21 02:59:05,Credit Card,467
PAY_01317,TX_04596,2024-12-05 09:14:46,PayPal,22
PAY_01318,TX_01546,2024-10-21 06:26:49,Bank Transfer,56
PAY_01319,TX_03984,2024-08-24 18:48:44,Bank Transfer,128
PAY_01320,TX_04364,2024-03-19 17:18:11,Credit Card,269
PAY_01321,TX_00987,2024-10-21 04:06:38,Credit Card,22
PAY_01322,TX_01624,2024-07-22 06:42:45,Credit Card,254
PAY_01323,TX_03122,2024-07-06 02:12:49,Bank Transfer,436
PAY_01324,TX_03727,2024-05-12 12:53:55,PayPal,462
PAY_01325,TX_03902,2024-12-03 01:51:48,Bank Transfer,270
PAY_01326,TX_00723,2024-11-18 08:58:21,PayPal,162
PAY_01327,TX_01096,2024-06-06 17:22:00,PayPal,267
PAY_01328,TX_03828,2024-03-07 11:02:20,Credit Card,75
PAY_01329,TX_04286,2024-01-18 19:00:40,Credit Card,80
PAY_01330,TX_00996,2024-07-23 23:20:23,Credit Card,87
PAY_01331,TX_04662,2024-04-14 05:33:16,Bank Transfer,98
PAY_01332,TX_00993,2024-11-28 20:13:34,Bank Transfer,346
PAY_01333,TX_02784,2024-02-21 08:48:27,Bank Transfer,386
PAY_01334,TX_00156,2024-06-04 21:45:49,Credit Card,215
PAY_01335,TX_01896,2024-11-19 14:52:51,Credit Card,465
PAY_01336,TX_01777,2024-10-11 17:39:49,PayPal,214
PAY_01337,TX_04769,2024-06-08 04:06:30,PayPal,42
PAY_01338,TX_02117,2024-08-13 08:17:16,Credit Card,33
PAY_01339,TX_02421,2024-01-31 09:42:40,Bank Transfer,409
PAY_01340,TX_00055,2024-11-11 22:20:12,Credit Card,308
PAY_01341,TX_00085,2024-03-19 21:51:12,Bank Transfer,28
PAY_01342,TX_02889,2024-12-20 09:46:11,Credit Card,159
PAY_01343,TX_04688,2024-11-02 03:21:54,Credit Card,261
PAY_01344,TX_02780,2024-09-24 22:46:49,PayPal,272
PAY_01345,TX_02670,2024-07-26 00:21:07,Bank Transfer,246
PAY_01346,TX_03837,2024-08-02 00:08:12,Bank Transfer,392
PAY_01347,TX_01009,2024-05-14 16:27:40,Credit Card,114
PAY_01348,TX_02365,2024-06-05 12:59:52,PayPal,198
PAY_01349,TX_03687,2024-06-06 09:08:17,Credit Card,22
PAY_01350,TX_04348,2024-08-28 16:05:17,Credit Card,203
PAY_01351,TX_02200,2024-08-09 04:01:23,Bank Transfer,65
PAY_01352,TX_01360,2024-08-16 16:20:38,Credit Card,311
PAY_01353,TX_00910,2024-07-27 14:25:21,PayPal,160
PAY_01354,TX_03440,2024-05-11 17:00:39,Credit Card,32
PAY_01355,TX_02914,2024-11-12 16:52:41,PayPal,205
PAY_01356,TX_04696,2024-05-11 19:25:12,Bank Transfer,104
PAY_01357,TX_01007,2024-03-19 09:02:53,Bank Transfer,437
PAY_01358,TX_03053,2024-09-11 07:41:04,Credit Card,62
PAY_01359,TX_01144,2024-10-14 04:18:46,PayPal,403
PAY_01360,TX_04399,2024-11-26 19:54:24,Bank Transfer,175
PAY_01361,TX_03221,2024-08-07 09:16:42,PayPal,203
PAY_01362,TX_01225,2024-06-20 07:38:49,Bank Transfer,66
PAY_01363,TX_03879,2024-05-11 07:50:18,Bank Transfer,438
PAY_01364,TX_04496,2024-09-07 06:00:56,PayPal,225
PAY_01365,TX_00068,2024-05-24 21:13:17,PayPal,229
PAY_01366,TX_04250,2024-04-15 08:51:39,PayPal,294
PAY_01367,TX_01015,2024-10-17 20:32:25,Bank Transfer,102
PAY_01368,TX_00182,2024-08-08 03:58:03,PayPal,116
PAY_01369,TX_04621,2024-08-31 18:45:16,Credit Card,198
PAY_01370,TX_04116,2024-02-26 18:47:21,PayPal,374
PAY_01371,TX_04947,2024-06-28 07:09:31,Bank Transfer,167
PAY_01372,TX_02946,2024-01-01 16:38:08,PayPal,304
PAY_01373,TX_02058,2024-05-22 00:35:30,PayPal,403
PAY_01374,TX_02748,2024-09-26 22:51:39,PayPal,91
PAY_01375,TX_01881,2024-11-28 12:46:14,Credit Card,236
PAY_01376,TX_03603,2024-01-31 14:59:25,Bank Transfer,228
PAY_01377,TX_00655,2024-08-13 17:18:55,Credit Card,340
PAY_01378,TX_03687,2024-11-24 06:55:56,Credit Card,313
PAY_01379,TX_02289,2024-10-05 15:36:48,Bank Transfer,452
PAY_01380,TX_02200,2024-09-17 12:49:18,Bank Transfer,143
PAY_01381,TX_02832,2024-04-03 14:38:12,PayPal,369
PAY_01382,TX_03409,2024-01-20 18:57:41,Bank Transfer,175
PAY_01383,TX_02236,2024-07-06 22:39:25,PayPal,52
PAY_01384,TX_02512,2024-02-17 09:19:14,Credit Card,288
PAY_01385,TX_00722,2024-06-05 17:00:15,PayPal,235
PAY_01386,TX_03249,2024-05-06 07:18:52,Bank Transfer,447
PAY_01387,TX_01201,2024-03-29 06:36:05,PayPal,120
PAY_01388,TX_04977,2024-11-19 07:47:31,Credit Card,489
PAY_01389,TX_02463,2024-04-28 08:42:13,Bank Transfer,199
PAY_01390,TX_04674,2024-08-05 18:35:17,Bank Transfer,146
PAY_01391,TX_00310,2024-08-14 00:13:51,PayPal,352
PAY_01392,TX_01026,2024-07-08 07:00:51,PayPal,479
PAY_01393,TX_04413,2024-02-28 08:01:04,PayPal,396
PAY_01394,TX_01533,2024-09-18 14:53:06,Credit Card,188
PAY_01395,TX_03644,2024-11-11 15:56:26,Credit Card,324
PAY_01396,TX_00368,2024-10-26 22:52:09,Bank Transfer,385
PAY_01397,TX_04651,2024-09-05 22:49:42,Bank Transfer,154
PAY_01398,TX_02653,2024-03-02 19:18:57,Credit Card,311
PAY_01399,TX_01250,2024-10-26 13:48:19,PayPal,112
PAY_01400,TX_02984,2024-08-09 01:33:57,PayPal,240
PAY_01401,TX_04576,2024-11-25 15:39:16,Credit Card,429
PAY_01402,TX_03029,2024-11-24 08:50:05,PayPal,174
PAY_01403,TX_03135,2024-03-12 15:46:29,Credit Card,299
PAY_01404,TX_04096,2024-12-22 03:50:12,PayPal,498
PAY_01405,TX_00940,2024-01-20 15:29:12,PayPal,218
PAY_01406,TX_04110,2024-03-30 16:14:34,Bank Transfer,356
PAY_01407,TX_04238,2024-12-19 06:23:59,PayPal,260
PAY_01408,TX_04024,2024-08-18 22:42:03,PayPal,436
PAY_01409,TX_03692,2024-03-30 21:55:40,Credit Card,117
PAY_01410,TX_00590,2024-11-14 17:22:07,Credit Card,269
PAY_01411,TX_01783,2024-02-15 07:54:25,Credit Card,421
PAY_01412,TX_04569,2024-07-15 09:15:31,Credit Card,124
PAY_01413,TX_01208,2024-02-20 14:11:28,PayPal,280
PAY_01414,TX_04413,2024-01-16 16:50:03,Credit Card,148
PAY_01415,TX_04541,2024-12-24 00:48:12,Bank Transfer,346
PAY_01416,TX_02344,2024-08-27 18:54:46,Credit Card,397
PAY_01417,TX_00847,2024-11-19 15:14:24,PayPal,278
PAY_01418,TX_02425,2024-05-23 01:00:37,Bank Transfer,311
PAY_01419,TX_04681,2024-03-25 20:45:45,PayPal,438
PAY_01420,TX_00799,2024-06-27 12:46:01,Bank Transfer,454
PAY_01421,TX_00471,2024-12-27 14:34:36,Bank Transfer,396
PAY_01422,TX_03910,2024-01-02 08:28:08,Bank Transfer,159
PAY_01423,TX_04828,2024-01-13 05:50:09,PayPal,34
PAY_01424,TX_02095,2024-03-25 16:56:31,Bank Transfer,407
PAY_01425,TX_02995,2024-06-08 07:04:16,PayPal,203
PAY_01426,TX_03130,2024-07-02 03:43:39,Bank Transfer,35
PAY_01427,TX_01314,2024-01-23 19:17:34,Credit Card,240
PAY_01428,TX_02879,2024-07-12 07:52:26,Credit Card,409
PAY_01429,TX_03516,2024-08-05 02:39:54,Bank Transfer,82
PAY_01430,TX_01048,2024-03-02 07:56:41,Bank Transfer,260
