subscription_id,customer_id,plan,start_date,end_date,status,monthly_price_usd
Sub_0293,Client_770,Basic,2024-08-22 10:54:40,2024-06-21 07:17:07,Cancelled,100
Sub_0294,Client_959,Basic,2024-07-03 12:18:46,2024-08-12 22:38:03,Active,50
Sub_0295,Client_797,Premium,2024-05-07 20:38:20,2024-02-01 00:39:40,Paused,200
Sub_0296,Client_105,Premium,2024-02-23 18:21:29,2024-04-25 14:47:08,Active,30
Sub_0297,Client_202,Premium,2024-05-01 21:29:52,2024-03-02 04:39:05,Active,200
Sub_0298,Client_450,Basic,2024-04-12 22:25:18,2024-09-15 05:24:54,Active,100
Sub_0299,Client_819,Premium,2024-04-14 07:14:58,2024-05-17 04:58:00,Active,30
Sub_0300,Client_843,Standard,2024-01-24 11:42:21,2024-10-29 19:02:05,Paused,50
Sub_0301,Client_973,Premium,2024-08-17 02:31:21,2024-07-22 02:39:59,Active,30
Sub_0302,Client_266,Standard,2024-07-03 18:09:37,2024-09-24 18:47:59,Active,100
Sub_0303,Client_910,Premium,2024-08-09 23:35:30,2024-09-29 17:37:27,Active,100
Sub_0304,Client_210,Basic,2024-06-17 00:52:22,2024-03-18 06:36:31,Paused,200
Sub_0305,Client_563,Premium,2024-01-21 11:33:37,2024-05-18 21:14:19,Active,30
Sub_0306,Client_118,Standard,2024-05-05 07:36:09,2024-08-11 23:58:00,Active,30
Sub_0307,Client_713,Standard,2024-08-15 03:27:35,2024-02-16 08:48:39,Active,30
Sub_0308,Client_377,Premium,2024-10-25 15:35:33,2024-04-01 23:29:53,Cancelled,200
Sub_0309,Client_551,Standard,2024-03-03 03:28:57,2024-02-14 16:16:22,Active,100
Sub_0310,Client_540,Standard,2024-07-02 10:21:55,2024-11-21 19:02:36,Active,50
Sub_0311,Client_771,Basic,2024-01-11 04:33:52,2024-09-10 22:26:02,Active,30
Sub_0312,Client_084,Premium,2024-10-23 16:13:39,2024-09-07 05:49:19,Cancelled,200
Sub_0313,Client_454,Premium,2024-06-25 08:12:33,2024-04-11 16:45:02,Active,200
Sub_0314,Client_667,Premium,2024-06-28 19:07:22,2024-06-22 16:36:00,Active,50
Sub_0315,Client_629,Standard,2024-03-13 01:55:40,2024-12-13 14:46:22,Active,100
Sub_0316,Client_514,Premium,2024-06-10 09:49:08,2024-03-07 02:47:32,Cancelled,30
Sub_0317,Client_605,Premium,2024-06-18 13:23:37,2024-04-04 23:57:09,Paused,30
Sub_0318,Client_678,Basic,2024-03-31 22:46:37,2024-06-14 08:24:08,Active,200
Sub_0319,Client_387,Basic,2024-10-03 19:53:18,2024-10-22 07:56:57,Active,100
Sub_0320,Client_912,Basic,2024-09-07 17:05:15,2024-12-18 15:30:31,Active,30
Sub_0321,Client_350,Standard,2024-02-15 14:20:25,2024-10-24 03:38:57,Active,50
Sub_0322,Client_296,Premium,2024-01-19 20:40:18,2024-04-29 13:37:52,Active,100
Sub_0323,Client_258,Basic,2024-08-21 05:46:31,2024-05-24 00:23:45,Active,100
Sub_0324,Client_081,Basic,2024-05-11 17:39:17,2024-08-07 23:13:07,Active,200
Sub_0325,Client_937,Basic,2024-03-10 06:02:39,2024-10-27 17:58:28,Paused,200
Sub_0326,Client_268,Premium,2024-10-10 05:48:03,2024-05-14 21:55:07,Active,30
Sub_0327,Client_419,Premium,2024-01-30 17:21:41,2024-02-03 16:32:54,Active,200
Sub_0328,Client_235,Premium,2024-06-04 16:11:44,2024-11-07 16:49:19,Active,100
Sub_0329,Client_833,Standard,2024-10-29 10:55:49,2024-11-22 21:40:50,Active,30
Sub_0330,Client_311,Standard,2024-07-28 04:49:52,2024-09-16 04:18:07,Active,30
Sub_0331,Client_813,Basic,2024-10-09 16:24:14,2024-10-07 07:27:13,Active,100
Sub_0332,Client_975,Premium,2024-09-17 02:58:14,2024-02-07 01:57:48,Active,30
Sub_0333,Client_986,Basic,2024-02-12 20:29:50,2024-03-23 11:25:10,Cancelled,50
Sub_0334,Client_357,Premium,2024-04-24 06:18:30,2024-04-20 04:45:40,Paused,50
Sub_0335,Client_213,Premium,2024-09-14 05:31:39,2024-08-28 11:22:53,Active,30
Sub_0336,Client_574,Premium,2024-06-14 15:33:54,2024-07-07 20:59:58,Active,200
Sub_0337,Client_049,Standard,2024-07-12 18:15:25,2024-12-01 05:08:00,Active,50
Sub_0338,Client_127,Standard,2024-04-02 19:16:45,2024-03-11 00:13:20,Active,30
Sub_0339,Client_223,Premium,2024-02-27 01:01:16,2024-05-15 15:17:44,Active,50
Sub_0340,Client_921,Basic,2024-02-14 23:36:53,2024-08-25 08:34:28,Cancelled,200
Sub_0341,Client_279,Premium,2024-02-16 10:00:42,2024-12-17 21:37:20,Paused,100
Sub_0342,Client_408,Premium,2024-06-06 23:40:45,2024-11-14 00:55:50,Paused,30
Sub_0343,Client_505,Basic,2024-02-08 06:01:00,2024-11-09 14:46:16,Active,30
Sub_0344,Client_294,Premium,2024-05-30 20:49:54,2024-05-14 23:53:14,Cancelled,30
Sub_0345,Client_796,Basic,2024-04-10 23:00:56,2024-10-03 21:32:00,Cancelled,30
Sub_0346,Client_277,Standard,2024-10-14 21:18:33,2024-09-07 15:53:49,Active,30
Sub_0347,Client_438,Standard,2024-09-17 09:24:49,2024-11-15 19:24:12,Active,30
Sub_0348,Client_107,Basic,2024-07-20 20:04:16,2024-07-26 05:48:03,Cancelled,200
Sub_0349,Client_658,Standard,2024-01-14 19:31:42,2024-12-07 17:30:05,Active,100
Sub_0350,Client_420,Standard,2024-06-17 06:52:13,2024-09-08 08:47:14,Active,200
Sub_0351,Client_611,Basic,2024-10-02 08:48:47,2024-03-10 12:43:18,Active,200
Sub_0352,Client_429,Standard,2024-10-14 00:47:13,2024-10-06 23:54:31,Active,100
Sub_0353,Client_375,Premium,2024-02-08 12:56:22,2024-07-05 17:05:16,Active,200
Sub_0354,Client_073,Premium,2024-03-20 08:40:25,2024-03-09 17:07:29,Paused,50
Sub_0355,Client_949,Basic,2024-02-29 05:09:36,2024-11-21 03:42:14,Active,200
Sub_0356,Client_998,Standard,2024-04-15 19:53:09,2024-06-11 21:53:01,Active,30
Sub_0357,Client_634,Premium,2024-01-05 09:55:25,2024-06-29 20:54:05,Active,50
Sub_0358,Client_030,Premium,2024-04-16 12:08:54,2024-03-08 01:23:44,Active,50
Sub_0359,Client_188,Standard,2024-01-12 03:39:04,2024-08-07 17:18:30,Active,100
Sub_0360,Client_364,Standard,2024-01-29 01:54:22,2024-10-09 15:38:57,Active,200
Sub_0361,Client_866,Premium,2024-04-05 00:25:17,2024-05-07 16:07:36,Active,200
Sub_0362,Client_800,Premium,2024-03-27 17:58:15,2024-10-14 05:50:24,Active,50
Sub_0363,Client_451,Basic,2024-09-20 23:30:29,2024-09-28 05:33:19,Active,200
Sub_0364,Client_195,Basic,2024-04-14 02:25:59,2024-06-01 06:54:08,Active,200
Sub_0365,Client_156,Premium,2024-04-27 05:07:02,2024-08-02 10:23:14,Active,100
Sub_0366,Client_172,Basic,2024-10-23 18:04:40,2024-08-14 23:06:02,Active,50
Sub_0367,Client_847,Premium,2024-01-12 02:12:59,2024-05-14 06:03:49,Paused,30
Sub_0368,Client_041,Premium,2024-09-12 03:56:17,2024-09-30 05:04:34,Active,50
Sub_0369,Client_063,Basic,2024-06-07 01:17:22,2024-06-28 16:59:35,Active,100
Sub_0370,Client_023,Basic,2024-06-01 18:48:17,2024-05-14 18:39:32,Active,100
Sub_0371,Client_360,Standard,2024-05-10 16:14:52,2024-09-01 23:24:17,Active,100
Sub_0372,Client_075,Standard,2024-07-01 18:57:04,2024-11-20 07:29:23,Paused,200
Sub_0373,Client_560,Standard,2024-02-16 14:39:47,2024-06-15 21:01:12,Active,50
Sub_0374,Client_672,Premium,2024-09-19 08:07:48,2024-10-18 09:37:07,Active,200
Sub_0375,Client_825,Basic,2024-10-03 19:19:56,2024-04-27 21:40:25,Active,200
Sub_0376,Client_118,Premium,2024-03-14 05:29:41,2024-09-09 05:06:17,Active,50
Sub_0377,Client_612,Basic,2024-01-01 01:47:44,2024-08-15 06:48:52,Cancelled,100
Sub_0378,Client_380,Premium,2024-04-25 11:40:34,2024-09-20 19:22:50,Active,30
Sub_0379,Client_929,Standard,2024-08-25 07:12:26,2024-02-20 11:45:30,Active,30
Sub_0380,Client_920,Standard,2024-06-23 06:07:16,2024-10-05 02:23:11,Active,50
Sub_0381,Client_679,Standard,2024-01-14 10:32:20,2024-09-25 10:47:53,Active,50
Sub_0382,Client_290,Premium,2024-08-23 23:59:39,2024-12-17 21:38:04,Cancelled,100
Sub_0383,Client_440,Basic,2024-05-07 19:24:42,2024-05-11 07:29:33,Active,50
Sub_0384,Client_668,Basic,2024-04-28 07:54:36,2024-05-29 07:36:30,Active,50
Sub_0385,Client_933,Standard,2024-09-26 05:54:47,2024-08-12 07:54:55,Active,100
Sub_0386,Client_007,Standard,2024-03-08 00:23:53,2024-05-13 13:11:34,Active,100
Sub_0387,Client_196,Standard,2024-07-16 05:57:35,2024-06-19 19:33:35,Active,200
Sub_0388,Client_421,Standard,2024-07-08 18:32:32,2024-05-24 19:37:06,Active,50
Sub_0389,Client_568,Basic,2024-01-25 00:44:19,2024-10-07 20:15:53,Active,30
Sub_0390,Client_833,Premium,2024-09-10 22:06:01,2024-04-04 14:13:35,Active,50
Sub_0391,Client_193,Premium,2024-05-02 13:38:07,2024-09-27 11:12:39,Active,30
Sub_0392,Client_559,Premium,2024-05-26 18:02:18,2024-08-11 03:52:29,Paused,30
Sub_0393,Client_148,Premium,2024-10-30 13:06:02,2024-10-05 08:57:47,Active,30
Sub_0394,Client_787,Standard,2024-09-24 09:12:54,2024-04-20 10:27:46,Active,200
Sub_0395,Client_669,Standard,2024-07-29 08:08:38,2024-05-08 22:28:00,Active,100
Sub_0396,Client_202,Standard,2024-07-13 05:27:07,2024-02-24 04:50:28,Active,100
Sub_0397,Client_444,Premium,2024-08-04 22:05:40,2024-09-14 16:39:13,Active,200
Sub_0398,Client_914,Standard,2024-05-25 20:44:54,2024-03-02 13:44:10,Cancelled,100
Sub_0399,Client_988,Standard,2024-07-03 08:16:43,2024-05-26 17:50:27,Active,200
Sub_0400,Client_419,Basic,2024-06-18 19:16:49,2024-09-19 09:05:51,Active,50
Sub_0401,Client_427,Basic,2024-04-12 02:25:49,2024-02-20 14:17:52,Active,200
Sub_0402,Client_479,Standard,2024-05-14 00:03:15,2024-09-23 00:13:19,Active,100
Sub_0403,Client_475,Basic,2024-08-13 12:45:01,2024-04-03 14:33:12,Active,100
Sub_0404,Client_126,Basic,2024-09-30 01:11:41,2024-10-21 21:39:17,Cancelled,50
Sub_0405,Client_395,Standard,2024-01-07 23:32:31,2024-09-17 15:16:39,Active,200
Sub_0406,Client_817,Standard,2024-06-29 10:28:22,2024-06-03 20:07:54,Active,50
Sub_0407,Client_881,Standard,2024-07-05 05:56:34,2024-04-24 21:18:11,Active,30
Sub_0408,Client_806,Standard,2024-10-06 12:20:17,2024-09-08 02:29:44,Active,200
Sub_0409,Client_576,Premium,2024-06-23 04:28:57,2024-06-21 07:54:41,Active,50
Sub_0410,Client_325,Premium,2024-10-06 10:05:48,2024-12-09 16:00:08,Active,50
Sub_0411,Client_392,Standard,2024-04-03 21:06:24,2024-12-02 18:26:35,Active,100
Sub_0412,Client_930,Basic,2024-06-15 06:53:24,2024-10-31 15:22:36,Active,200
Sub_0413,Client_688,Standard,2024-03-25 07:43:07,2024-07-07 07:52:05,Active,30
Sub_0414,Client_628,Standard,2024-09-10 05:39:43,2024-09-29 02:42:10,Active,30
Sub_0415,Client_440,Basic,2024-09-03 06:25:44,2024-09-30 19:00:35,Active,200
Sub_0416,Client_204,Premium,2024-09-01 01:05:23,2024-05-30 16:11:49,Active,200
Sub_0417,Client_486,Standard,2024-02-21 10:41:50,2024-09-27 14:15:02,Active,50
Sub_0418,Client_833,Standard,2024-01-09 11:13:56,2024-06-17 23:06:08,Active,100
Sub_0419,Client_031,Premium,2024-06-01 02:51:37,2024-08-17 18:28:06,Active,100
Sub_0420,Client_388,Premium,2024-03-16 00:18:13,2024-04-01 11:54:40,Cancelled,100
Sub_0421,Client_625,Basic,2024-07-21 02:58:26,2024-05-02 04:10:45,Active,200
Sub_0422,Client_877,Premium,2024-04-27 11:22:57,2024-06-28 20:10:20,Active,100
Sub_0423,Client_434,Premium,2024-03-28 10:18:45,2024-10-20 12:35:58,Active,50
Sub_0424,Client_837,Premium,2024-02-07 05:31:02,2024-10-25 15:20:46,Active,200
Sub_0425,Client_926,Basic,2024-09-30 17:06:30,2024-04-23 03:43:40,Active,200
Sub_0426,Client_376,Premium,2024-01-28 08:53:45,2024-03-19 17:21:29,Active,100
Sub_0427,Client_344,Premium,2024-05-05 11:48:22,2024-11-14 08:16:56,Active,30
Sub_0428,Client_443,Basic,2024-06-03 09:41:34,2024-06-22 08:36:29,Active,30
Sub_0429,Client_579,Premium,2024-01-26 05:35:39,2024-07-29 21:19:53,Active,50
Sub_0430,Client_075,Premium,2024-02-13 01:06:34,2024-08-10 16:58:46,Cancelled,100
Sub_0431,Client_557,Basic,2024-02-08 00:08:57,2024-03-19 01:21:49,Active,100
Sub_0432,Client_772,Standard,2024-01-17 13:57:52,2024-03-01 03:50:22,Active,200
Sub_0433,Client_666,Basic,2024-07-19 17:03:10,2024-08-13 12:56:25,Active,200
Sub_0434,Client_155,Premium,2024-07-31 23:02:59,2024-12-30 07:35:51,Active,100
Sub_0435,Client_430,Premium,2024-03-08 19:10:46,2024-04-13 20:27:38,Active,200
Sub_0436,Client_363,Premium,2024-03-20 04:17:03,2024-02-27 05:01:16,Active,100
Sub_0437,Client_448,Basic,2024-05-02 15:28:56,2024-04-21 09:10:01,Active,50
Sub_0438,Client_987,Premium,2024-05-20 17:47:48,2024-05-04 13:13:03,Active,200
Sub_0439,Client_234,Premium,2024-01-29 12:53:16,2024-12-26 07:32:32,Cancelled,100
Sub_0440,Client_563,Basic,2024-07-02 08:40:33,2024-07-27 01:27:41,Paused,200
Sub_0441,Client_818,Standard,2024-10-10 12:21:10,2024-03-12 21:17:27,Active,50
Sub_0442,Client_262,Standard,2024-02-20 23:38:33,2024-08-07 13:37:03,Active,200
Sub_0443,Client_827,Premium,2024-01-17 08:46:07,2024-12-13 02:26:01,Active,100
Sub_0444,Client_125,Basic,2024-08-21 09:26:46,2024-03-04 04:34:55,Active,200
Sub_0445,Client_911,Premium,2024-05-31 19:23:17,2024-12-19 06:47:51,Active,200
Sub_0446,Client_245,Basic,2024-02-28 15:20:47,2024-12-07 12:05:00,Active,100
Sub_0447,Client_542,Basic,2024-03-30 07:57:01,2024-10-13 01:37:02,Paused,30
Sub_0448,Client_938,Standard,2024-03-20 08:36:44,2024-02-19 02:28:42,Active,200
Sub_0449,Client_485,Standard,2024-04-26 13:39:46,2024-04-02 14:26:32,Active,200
Sub_0450,Client_122,Basic,2024-05-12 16:05:34,2024-03-31 16:07:22,Active,50
Sub_0451,Client_125,Premium,2024-06-26 06:52:50,2024-04-10 03:25:19,Cancelled,30
Sub_0452,Client_549,Standard,2024-08-12 11:53:58,2024-07-18 01:12:19,Active,50
Sub_0453,Client_170,Premium,2024-01-23 09:42:52,2024-11-12 10:32:49,Active,100
Sub_0454,Client_124,Standard,2024-09-25 05:41:53,2024-05-20 14:23:41,Active,100
Sub_0455,Client_869,Standard,2024-09-04 01:24:48,2024-08-22 16:19:29,Cancelled,50
Sub_0456,Client_035,Premium,2024-01-29 01:02:32,2024-03-02 10:04:20,Active,200
Sub_0457,Client_087,Standard,2024-06-27 04:48:22,2024-04-07 09:57:28,Cancelled,30
Sub_0458,Client_646,Standard,2024-06-24 11:38:46,2024-06-10 19:43:55,Active,50
Sub_0459,Client_708,Premium,2024-08-19 11:20:34,2024-02-22 06:14:58,Active,50
Sub_0460,Client_786,Standard,2024-10-06 18:58:01,2024-09-23 03:21:35,Active,100
Sub_0461,Client_201,Standard,2024-01-22 13:07:43,2024-05-13 03:00:05,Active,200
Sub_0462,Client_369,Standard,2024-03-03 01:59:58,2024-02-09 04:07:05,Active,30
Sub_0463,Client_797,Premium,2024-06-26 23:57:05,2024-09-17 04:30:13,Cancelled,50
Sub_0464,Client_077,Basic,2024-04-19 06:18:18,2024-10-12 22:42:26,Active,30
Sub_0465,Client_059,Premium,2024-01-01 13:49:28,2024-08-30 07:33:08,Active,30
Sub_0466,Client_431,Basic,2024-02-29 19:22:53,2024-03-05 17:39:39,Active,50
Sub_0467,Client_638,Standard,2024-05-20 19:41:19,2024-08-12 18:48:02,Active,30
Sub_0468,Client_500,Basic,2024-08-08 09:06:13,2024-02-28 14:25:46,Active,100
Sub_0469,Client_913,Premium,2024-08-06 11:45:42,2024-03-31 20:50:18,Active,200
Sub_0470,Client_109,Premium,2024-04-08 10:52:57,2024-10-25 08:53:50,Active,200
Sub_0471,Client_736,Standard,2024-01-04 10:39:02,2024-11-20 06:18:24,Active,200
Sub_0472,Client_278,Basic,2024-08-11 10:05:13,2024-10-29 01:33:35,Paused,100
Sub_0473,Client_068,Standard,2024-05-15 01:35:29,2024-04-03 19:43:34,Active,100
Sub_0474,Client_069,Standard,2024-03-06 03:29:33,2024-05-05 02:58:43,Cancelled,100
Sub_0475,Client_165,Premium,2024-04-03 15:36:03,2024-03-19 09:56:45,Active,200
Sub_0476,Client_489,Basic,2024-09-08 14:26:28,2024-07-07 16:18:30,Active,30
Sub_0477,Client_305,Basic,2024-07-23 22:21:20,2024-11-13 08:45:06,Active,100
Sub_0478,Client_909,Basic,2024-03-09 09:15:53,2024-06-19 12:28:59,Active,50
Sub_0479,Client_674,Basic,2024-06-03 12:21:18,2024-05-18 19:03:42,Cancelled,100
Sub_0480,Client_365,Standard,2024-03-16 07:55:26,2024-07-19 05:52:30,Active,50
Sub_0481,Client_854,Standard,2024-05-30 06:05:29,2024-06-23 07:39:22,Active,200
Sub_0482,Client_821,Premium,2024-04-04 05:16:34,2024-03-19 06:42:44,Cancelled,50
Sub_0483,Client_379,Standard,2024-04-17 20:59:43,2024-10-25 10:51:16,Active,100
Sub_0484,Client_343,Standard,2024-06-11 12:12:59,2024-12-09 16:14:06,Active,100
Sub_0485,Client_947,Premium,2024-01-29 13:08:31,2024-10-13 05:50:20,Active,30
Sub_0486,Client_899,Premium,2024-02-08 03:29:44,2024-02-29 18:58:57,Cancelled,200
Sub_0487,Client_554,Premium,2024-05-11 11:38:07,2024-03-19 14:02:19,Active,50
Sub_0488,Client_354,Standard,2024-06-04 10:38:06,2024-05-29 12:05:21,Active,200
Sub_0489,Client_416,Standard,2024-03-15 11:36:29,2024-07-16 11:47:31,Active,100
Sub_0490,Client_109,Premium,2024-07-02 04:33:30,2024-03-09 06:15:42,Paused,30
Sub_0491,Client_563,Premium,2024-03-26 21:43:55,2024-11-01 06:34:27,Active,100
Sub_0492,Client_762,Premium,2024-02-17 20:30:08,2024-08-29 04:54:27,Active,100
Sub_0493,Client_497,Standard,2024-10-08 08:39:27,2024-08-20 10:22:13,Active,100
Sub_0494,Client_341,Standard,2024-01-15 10:52:29,2024-07-23 06:07:45,Paused,50
Sub_0495,Client_942,Basic,2024-05-07 04:08:26,2024-06-10 01:43:01,Cancelled,100
Sub_0496,Client_383,Standard,2024-07-21 00:12:33,2024-09-15 04:03:34,Paused,200
Sub_0497,Client_533,Standard,2024-07-06 04:21:13,2024-11-10 01:34:50,Active,200
Sub_0498,Client_300,Standard,2024-01-24 10:05:53,2024-10-03 02:39:21,Active,30
Sub_0499,Client_139,Premium,2024-06-09 07:00:14,2024-04-19 09:27:14,Active,200
Sub_0500,Client_359,Standard,2024-01-25 06:20:19,2024-10-27 06:42:18,Cancelled,100
Sub_0501,Client_836,Premium,2024-03-23 22:34:25,2024-06-06 20:16:27,Active,100
Sub_0502,Client_499,Basic,2024-02-13 07:41:58,2024-05-23 21:21:59,Active,200
Sub_0503,Client_385,Basic,2024-07-19 11:32:40,2024-09-12 10:36:49,Cancelled,30
Sub_0504,Client_604,Premium,2024-07-26 22:04:06,2024-11-24 10:12:23,Active,30
Sub_0505,Client_959,Premium,2024-10-31 01:15:39,2024-03-17 09:08:44,Active,200
Sub_0506,Client_280,Premium,2024-04-05 00:02:29,2024-03-11 16:32:10,Active,50
Sub_0507,Client_637,Standard,2024-04-07 15:40:47,2024-05-04 22:44:52,Active,50
Sub_0508,Client_483,Basic,2024-05-06 14:33:34,2024-12-21 01:32:01,Cancelled,50
Sub_0509,Client_909,Premium,2024-09-29 01:58:49,2024-08-19 14:31:18,Active,50
Sub_0510,Client_111,Standard,2024-06-28 00:31:28,2024-04-14 12:18:05,Active,200
Sub_0511,Client_866,Basic,2024-04-13 23:54:50,2024-09-08 02:45:05,Active,30
Sub_0512,Client_139,Standard,2024-02-22 08:41:45,2024-08-18 11:37:49,Active,100
Sub_0513,Client_996,Basic,2024-01-22 18:16:04,2024-06-28 02:54:45,Active,100
Sub_0514,Client_435,Standard,2024-02-20 15:45:51,2024-10-14 21:59:37,Active,200
Sub_0515,Client_509,Basic,2024-02-26 08:33:56,2024-02-04 13:13:06,Active,100
Sub_0516,Client_273,Basic,2024-07-17 13:54:45,2024-04-09 03:07:52,Active,50
Sub_0517,Client_099,Standard,2024-05-02 01:53:48,2024-03-14 11:11:30,Active,30
Sub_0518,Client_764,Premium,2024-07-14 11:09:33,2024-06-28 13:47:54,Active,200
Sub_0519,Client_850,Basic,2024-02-24 19:01:11,2024-04-21 20:17:02,Cancelled,30
Sub_0520,Client_104,Premium,2024-09-01 02:35:12,2024-03-09 05:51:39,Cancelled,200
Sub_0521,Client_214,Standard,2024-07-08 23:49:36,2024-03-28 09:41:31,Cancelled,200
Sub_0522,Client_761,Premium,2024-09-07 08:48:23,2024-04-15 14:42:10,Active,200
Sub_0523,Client_664,Premium,2024-08-15 11:41:24,2024-07-20 09:32:36,Active,200
Sub_0524,Client_762,Premium,2024-09-14 04:40:24,2024-11-26 02:23:34,Active,30
Sub_0525,Client_787,Premium,2024-10-27 14:24:01,2024-02-20 06:08:13,Active,100
Sub_0526,Client_165,Premium,2024-06-16 04:22:19,2024-10-23 03:10:47,Active,200
Sub_0527,Client_999,Basic,2024-10-28 05:48:45,2024-02-14 03:04:42,Active,50
Sub_0528,Client_853,Basic,2024-05-28 17:06:16,2024-03-31 16:26:14,Paused,200
Sub_0529,Client_520,Basic,2024-07-27 00:22:40,2024-03-28 22:22:12,Active,30
Sub_0530,Client_284,Standard,2024-04-15 00:32:16,2024-07-20 01:04:09,Active,200
Sub_0531,Client_517,Premium,2024-09-27 15:36:20,2024-09-14 16:30:34,Cancelled,50
Sub_0532,Client_657,Basic,2024-01-05 19:42:41,2024-07-19 14:00:46,Active,30
Sub_0533,Client_613,Standard,2024-08-31 07:44:47,2024-07-10 05:55:30,Cancelled,200
Sub_0534,Client_164,Basic,2024-06-19 23:08:13,2024-04-18 22:33:19,Cancelled,50
Sub_0535,Client_886,Basic,2024-05-12 16:41:11,2024-02-07 00:41:57,Paused,30
Sub_0536,Client_659,Premium,2024-07-05 19:40:41,2024-04-04 06:00:52,Active,200
Sub_0537,Client_064,Standard,2024-10-17 12:40:52,2024-12-11 14:05:47,Active,50
Sub_0538,Client_091,Premium,2024-03-23 19:53:26,2024-04-04 13:45:23,Active,30
Sub_0539,Client_117,Premium,2024-02-25 13:43:56,2024-08-31 18:48:11,Active,200
Sub_0540,Client_866,Basic,2024-05-20 14:48:41,2024-02-11 06:38:23,Active,30
Sub_0541,Client_267,Premium,2024-06-13 12:02:52,2024-07-16 01:51:18,Active,50
Sub_0542,Client_822,Standard,2024-03-21 05:22:24,2024-10-11 11:54:52,Active,200
Sub_0543,Client_685,Premium,2024-01-08 05:35:13,2024-11-20 23:33:24,Active,200
Sub_0544,Client_559,Premium,2024-04-24 16:43:21,2024-09-18 20:05:23,Cancelled,200
Sub_0545,Client_140,Premium,2024-04-17 17:10:07,2024-09-14 11:17:33,Cancelled,50
Sub_0546,Client_246,Basic,2024-08-16 01:45:55,2024-09-23 04:57:43,Active,100
Sub_0547,Client_661,Standard,2024-04-30 15:06:12,2024-03-28 13:24:24,Active,200
Sub_0548,Client_758,Basic,2024-10-06 12:29:32,2024-04-19 06:15:20,Cancelled,50
Sub_0549,Client_395,Basic,2024-10-22 20:09:52,2024-05-19 02:07:46,Active,30
Sub_0550,Client_487,Basic,2024-08-31 07:39:52,2024-08-17 17:51:30,Cancelled,30
Sub_0551,Client_476,Basic,2024-04-09 23:24:32,2024-04-01 14:00:04,Paused,50
Sub_0552,Client_517,Basic,2024-10-01 23:09:16,2024-03-25 22:52:04,Active,100
Sub_0553,Client_977,Standard,2024-05-23 11:07:10,2024-04-17 08:50:01,Cancelled,50
Sub_0554,Client_184,Premium,2024-07-09 17:53:07,2024-11-11 17:51:13,Active,30
Sub_0555,Client_020,Basic,2024-04-09 19:52:26,2024-11-21 19:41:20,Active,30
Sub_0556,Client_937,Basic,2024-06-25 14:37:07,2024-03-12 19:35:14,Active,200
Sub_0557,Client_558,Standard,2024-09-05 16:36:07,2024-11-19 09:20:48,Active,100
Sub_0558,Client_524,Standard,2024-07-01 21:30:31,2024-05-19 13:04:16,Cancelled,50
Sub_0559,Client_582,Premium,2024-02-11 18:32:14,2024-02-24 23:11:38,Active,30
Sub_0560,Client_529,Standard,2024-10-20 01:12:10,2024-07-12 13:04:30,Active,30
Sub_0561,Client_883,Premium,2024-05-15 18:06:00,2024-08-23 02:39:29,Active,30
Sub_0562,Client_147,Basic,2024-03-17 17:50:04,2024-06-15 13:13:41,Cancelled,50
Sub_0563,Client_666,Basic,2024-07-22 18:06:06,2024-07-26 11:19:49,Paused,50
Sub_0564,Client_304,Premium,2024-10-07 10:47:55,2024-05-19 06:12:29,Cancelled,100
Sub_0565,Client_620,Standard,2024-01-21 16:20:52,2024-04-07 22:09:15,Active,200
Sub_0566,Client_748,Premium,2024-09-27 08:14:46,2024-05-28 04:49:48,Active,200
Sub_0567,Client_820,Standard,2024-03-26 09:17:06,2024-07-24 14:50:41,Active,200
Sub_0568,Client_864,Basic,2024-02-28 05:59:53,2024-12-10 00:51:13,Active,30
Sub_0569,Client_582,Standard,2024-09-12 18:51:31,2024-09-01 02:35:58,Active,200
Sub_0570,Client_695,Premium,2024-05-29 14:24:25,2024-03-09 03:24:13,Active,30
Sub_0571,Client_762,Premium,2024-04-04 04:58:00,2024-04-07 22:45:47,Active,100
Sub_0572,Client_228,Basic,2024-07-13 16:02:33,2024-12-29 05:37:17,Cancelled,30
Sub_0573,Client_102,Standard,2024-07-14 18:55:41,2024-12-11 23:58:35,Active,100
Sub_0574,Client_587,Standard,2024-01-31 11:36:59,2024-12-28 12:42:05,Active,100
Sub_0575,Client_417,Standard,2024-03-03 15:25:19,2024-11-15 10:24:16,Active,200
Sub_0576,Client_958,Basic,2024-08-20 07:35:16,2024-02-03 12:35:43,Cancelled,200
Sub_0577,Client_216,Standard,2024-05-21 00:38:26,2024-03-07 00:31:01,Cancelled,30
Sub_0578,Client_407,Premium,2024-01-05 08:13:53,2024-02-16 20:34:58,Cancelled,50
Sub_0579,Client_399,Standard,2024-06-05 23:44:32,2024-08-11 02:32:55,Active,200
Sub_0580,Client_923,Basic,2024-06-12 23:13:45,2024-06-18 21:22:13,Paused,200
Sub_0581,Client_715,Standard,2024-04-27 04:00:43,2024-10-05 17:35:13,Active,50
Sub_0582,Client_704,Standard,2024-08-04 20:10:08,2024-12-23 01:11:51,Active,50
Sub_0583,Client_761,Premium,2024-02-28 04:47:07,2024-05-15 08:12:20,Paused,200
Sub_0584,Client_499,Standard,2024-10-20 20:44:46,2024-05-18 10:44:39,Active,50
Sub_0585,Client_754,Premium,2024-07-18 04:19:54,2024-08-01 20:49:41,Active,30
