customer_id,country,acquisition_channel,segment,registration_date
Client_434,Costa Rica,Direct,SMB,2024-03-06 03:15:45
Client_435,Costa Rica,Direct,SMB,2024-02-15 06:25:46
Client_436,Costa Rica,Paid,Enterprise,2024-11-06 06:19:04
Client_437,Costa Rica,Paid,Enterprise,2024-01-20 18:10:17
Client_438,Costa Rica,Organic,Freelancer,2024-01-08 23:32:36
Client_439,United States,Direct,Enterprise,2024-11-19 13:17:51
Client_440,United States,Referral,Enterprise,2024-05-10 03:51:09
Client_441,Mexico,Organic,Freelancer,2024-11-24 14:34:14
Client_442,Costa Rica,Paid,Enterprise,2024-10-05 12:55:54
Client_443,Mexico,Direct,Enterprise,2024-01-27 02:02:02
Client_444,Costa Rica,Referral,Enterprise,2024-01-20 02:15:29
Client_445,Costa Rica,Referral,Enterprise,2024-07-08 23:54:16
Client_446,United States,Organic,Freelancer,2024-01-13 22:04:31
Client_447,United States,Direct,Enterprise,2024-05-06 08:27:56
Client_448,Panama,Direct,Enterprise,2024-02-05 20:59:15
Client_449,United States,Paid,Freelancer,2024-09-16 23:10:13
Client_450,Panama,Direct,SMB,2024-08-01 15:27:37
Client_451,Panama,Direct,Freelancer,2024-06-06 23:48:41
Client_452,Panama,Organic,SMB,2024-07-19 03:47:05
Client_453,Panama,Direct,Freelancer,2024-07-20 21:23:01
Client_454,Panama,Referral,Freelancer,2024-08-14 10:52:59
Client_455,Mexico,Organic,Enterprise,2024-06-25 06:53:04
Client_456,United States,Organic,SMB,2024-06-09 00:33:17
Client_457,Panama,Paid,Enterprise,2024-12-22 07:49:33
Client_458,Costa Rica,Direct,SMB,2024-09-02 23:45:37
Client_459,United States,Paid,Freelancer,2024-02-12 22:39:48
Client_460,United States,Referral,Freelancer,2024-02-07 10:39:52
Client_461,Panama,Organic,SMB,2024-11-19 07:21:55
Client_462,Mexico,Organic,Enterprise,2024-11-25 00:54:34
Client_463,Panama,Organic,Enterprise,2024-11-07 10:01:51
Client_464,Mexico,Referral,Enterprise,2024-01-23 09:31:30
Client_465,Costa Rica,Referral,Enterprise,2024-10-26 21:30:06
Client_466,United States,Paid,Freelancer,2024-02-15 13:41:10
Client_467,Costa Rica,Paid,Freelancer,2024-03-18 23:56:53
Client_468,Mexico,Paid,Freelancer,2024-03-23 01:26:15
Client_469,Mexico,Direct,Freelancer,2024-04-11 21:59:46
Client_470,Costa Rica,Organic,Freelancer,2024-07-25 03:22:12
Client_471,Mexico,Organic,Enterprise,2024-02-25 18:37:55
Client_472,Costa Rica,Paid,Enterprise,2024-05-07 10:14:06
Client_473,United States,Organic,Enterprise,2024-06-12 22:49:32
Client_474,Costa Rica,Paid,Enterprise,2024-05-16 05:09:23
Client_475,United States,Direct,Freelancer,2024-06-14 02:01:55
Client_476,Costa Rica,Direct,Freelancer,2024-12-12 02:18:49
Client_477,Mexico,Referral,Freelancer,2024-06-17 04:24:55
Client_478,Costa Rica,Direct,SMB,2024-11-07 18:18:29
Client_479,Mexico,Paid,Enterprise,2024-12-19 06:46:58
Client_480,Costa Rica,Direct,Enterprise,2024-09-06 01:38:33
Client_481,Costa Rica,Referral,Freelancer,2024-02-14 18:34:12
Client_482,Panama,Organic,Enterprise,2024-12-03 15:10:29
Client_483,Mexico,Paid,Enterprise,2024-11-12 17:54:28
Client_484,Panama,Organic,Freelancer,2024-04-03 10:47:17
Client_485,Mexico,Referral,SMB,2024-01-16 04:39:03
Client_486,Panama,Referral,SMB,2024-11-18 23:55:18
Client_487,United States,Referral,SMB,2024-06-08 23:32:36
Client_488,Costa Rica,Organic,Freelancer,2024-10-07 01:28:41
Client_489,Mexico,Organic,Enterprise,2024-04-29 09:30:13
Client_490,Mexico,Organic,Freelancer,2024-05-20 07:30:53
Client_491,Costa Rica,Organic,Freelancer,2024-07-14 09:16:51
Client_492,Mexico,Referral,Enterprise,2024-03-22 02:47:23
Client_493,Mexico,Referral,SMB,2024-09-12 06:05:44
Client_494,Panama,Paid,SMB,2024-08-29 15:30:52
Client_495,Mexico,Paid,Freelancer,2024-12-16 14:43:31
Client_496,United States,Organic,SMB,2024-07-12 08:30:08
Client_497,United States,Direct,Freelancer,2024-04-22 13:58:14
Client_498,Costa Rica,Direct,Freelancer,2024-12-17 16:45:58
Client_499,Mexico,Referral,Enterprise,2024-08-07 05:47:47
Client_500,Costa Rica,Referral,Enterprise,2024-04-24 04:41:00
Client_501,United States,Referral,Enterprise,2024-03-25 12:48:13
Client_502,Mexico,Paid,Freelancer,2024-08-19 09:21:06
Client_503,Mexico,Paid,Enterprise,2024-04-26 23:57:11
Client_504,Costa Rica,Referral,SMB,2024-05-07 23:55:16
Client_505,United States,Referral,SMB,2024-04-02 09:37:19
Client_506,Mexico,Referral,Freelancer,2024-11-28 11:59:53
Client_507,Costa Rica,Direct,Freelancer,2024-12-03 21:14:30
Client_508,United States,Paid,Enterprise,2024-10-23 21:34:59
Client_509,Costa Rica,Direct,Freelancer,2024-10-21 17:31:35
Client_510,Panama,Direct,Freelancer,2024-04-05 16:49:01
Client_511,Mexico,Referral,SMB,2024-04-20 11:44:23
Client_512,Panama,Referral,SMB,2024-08-16 07:34:57
Client_513,United States,Organic,Enterprise,2024-10-06 07:41:17
Client_514,Panama,Organic,Freelancer,2024-01-15 23:42:09
Client_515,Panama,Direct,Freelancer,2024-01-29 23:43:14
Client_516,United States,Paid,SMB,2024-07-27 13:41:50
Client_517,Costa Rica,Referral,Freelancer,2024-12-29 06:33:31
Client_518,Panama,Referral,SMB,2024-08-23 11:21:31
Client_519,Costa Rica,Direct,Enterprise,2024-03-30 06:07:14
Client_520,Panama,Organic,SMB,2024-10-28 15:37:20
Client_521,Costa Rica,Paid,Freelancer,2024-07-01 20:12:46
Client_522,United States,Organic,Enterprise,2024-12-01 08:01:49
Client_523,Panama,Organic,SMB,2024-01-28 22:46:42
Client_524,United States,Organic,SMB,2024-07-11 01:15:01
Client_525,Panama,Organic,Enterprise,2024-01-06 03:03:51
Client_526,United States,Referral,Enterprise,2024-10-30 21:28:12
Client_527,United States,Referral,SMB,2024-07-04 19:15:23
Client_528,Panama,Organic,Freelancer,2024-06-30 07:00:45
Client_529,Panama,Paid,SMB,2024-09-25 18:26:01
Client_530,Panama,Direct,Enterprise,2024-08-14 11:26:29
Client_531,Mexico,Paid,SMB,2024-11-29 21:41:08
Client_532,Costa Rica,Paid,Enterprise,2024-08-27 12:17:39
Client_533,Mexico,Paid,Enterprise,2024-03-22 17:26:23
Client_534,Mexico,Organic,Freelancer,2024-08-20 05:24:34
Client_535,United States,Referral,Enterprise,2024-05-14 04:01:51
Client_536,Panama,Paid,Enterprise,2024-11-07 22:29:00
Client_537,Costa Rica,Organic,Freelancer,2024-12-05 09:33:23
Client_538,United States,Paid,Enterprise,2024-09-14 23:01:49
Client_539,Mexico,Paid,Freelancer,2024-01-04 08:49:58
Client_540,Panama,Organic,Freelancer,2024-02-26 04:52:00
Client_541,United States,Referral,Enterprise,2024-08-03 08:07:18
Client_542,Panama,Referral,Enterprise,2024-03-14 16:48:32
Client_543,United States,Direct,SMB,2024-05-12 09:00:01
Client_544,Panama,Organic,Freelancer,2024-07-29 11:57:50
Client_545,Mexico,Direct,SMB,2024-04-02 13:24:03
Client_546,Costa Rica,Direct,Enterprise,2024-01-03 02:22:40
Client_547,Mexico,Direct,SMB,2024-08-10 11:14:02
Client_548,Costa Rica,Referral,Freelancer,2024-08-11 07:03:55
Client_549,Panama,Organic,SMB,2024-03-05 00:46:50
Client_550,United States,Direct,Freelancer,2024-02-17 21:31:26
Client_551,Mexico,Organic,Enterprise,2024-11-02 05:10:34
Client_552,Costa Rica,Organic,Enterprise,2024-12-16 14:56:56
Client_553,Mexico,Referral,Freelancer,2024-06-19 07:10:51
Client_554,Costa Rica,Direct,Enterprise,2024-05-07 16:21:09
Client_555,Mexico,Direct,Enterprise,2024-04-06 10:45:00
Client_556,Costa Rica,Organic,Enterprise,2024-03-20 18:55:28
Client_557,Costa Rica,Paid,Enterprise,2024-12-23 04:41:52
Client_558,Panama,Referral,Freelancer,2024-08-23 15:56:53
Client_559,Costa Rica,Referral,SMB,2024-06-16 06:26:11
Client_560,Panama,Referral,SMB,2024-07-16 18:59:31
Client_561,Costa Rica,Referral,Enterprise,2024-08-06 19:20:15
Client_562,United States,Direct,SMB,2024-11-13 00:37:02
Client_563,United States,Direct,SMB,2024-02-27 02:26:34
Client_564,United States,Paid,Enterprise,2024-11-05 09:14:54
Client_565,Costa Rica,Referral,Enterprise,2024-06-30 16:26:45
Client_566,Panama,Referral,SMB,2024-12-01 14:46:06
Client_567,Panama,Organic,Freelancer,2024-07-11 02:51:57
Client_568,Costa Rica,Direct,Enterprise,2024-09-07 03:31:07
Client_569,United States,Referral,Freelancer,2024-02-20 17:26:34
Client_570,United States,Paid,SMB,2024-10-05 22:38:30
Client_571,Panama,Paid,Enterprise,2024-03-18 12:52:24
Client_572,United States,Direct,Freelancer,2024-09-05 13:32:09
Client_573,Mexico,Paid,Enterprise,2024-04-01 01:29:51
Client_574,Panama,Paid,SMB,2024-08-26 01:12:24
Client_575,United States,Direct,Freelancer,2024-05-31 14:45:07
Client_576,Panama,Referral,SMB,2024-05-22 04:38:20
Client_577,Mexico,Referral,SMB,2024-06-02 07:36:41
Client_578,Panama,Paid,Enterprise,2024-11-13 11:08:33
Client_579,Panama,Paid,Freelancer,2024-03-02 05:22:10
Client_580,Panama,Referral,SMB,2024-05-17 03:51:40
Client_581,Panama,Direct,SMB,2024-09-02 13:00:26
Client_582,Mexico,Paid,Freelancer,2024-02-07 11:52:16
Client_583,Costa Rica,Organic,SMB,2024-06-26 13:37:01
Client_584,Panama,Direct,SMB,2024-01-27 22:08:53
Client_585,Panama,Paid,Freelancer,2024-04-27 05:21:09
Client_586,United States,Paid,Freelancer,2024-05-01 23:27:12
Client_587,Panama,Organic,Freelancer,2024-04-01 23:49:00
Client_588,United States,Organic,Freelancer,2024-03-07 05:03:46
Client_589,Costa Rica,Referral,Enterprise,2024-06-07 00:59:32
Client_590,Mexico,Direct,Freelancer,2024-03-13 00:15:14
Client_591,Mexico,Direct,Enterprise,2024-03-14 18:47:05
Client_592,Costa Rica,Referral,Enterprise,2024-02-27 22:30:58
Client_593,Mexico,Direct,Enterprise,2024-12-03 14:22:17
Client_594,Costa Rica,Direct,SMB,2024-10-02 12:45:38
Client_595,Costa Rica,Direct,Enterprise,2024-04-05 03:40:52
Client_596,Costa Rica,Direct,Enterprise,2024-10-25 01:35:24
Client_597,Mexico,Direct,SMB,2024-02-09 12:51:11
Client_598,United States,Organic,SMB,2024-11-14 20:05:56
Client_599,Costa Rica,Direct,SMB,2024-08-03 21:59:47
Client_600,Panama,Organic,Freelancer,2024-10-13 17:51:44
Client_601,Mexico,Direct,SMB,2024-09-30 01:17:08
Client_602,Costa Rica,Referral,SMB,2024-09-08 15:03:37
Client_603,Costa Rica,Paid,Enterprise,2024-11-14 11:05:40
Client_604,Panama,Organic,SMB,2024-05-23 20:41:07
Client_605,United States,Direct,Freelancer,2024-02-03 04:19:17
Client_606,United States,Referral,SMB,2024-11-02 17:52:25
Client_607,United States,Paid,Freelancer,2024-05-03 02:35:47
Client_608,Costa Rica,Organic,SMB,2024-05-27 11:48:13
Client_609,Costa Rica,Paid,SMB,2024-03-09 10:35:18
Client_610,Costa Rica,Referral,SMB,2024-09-29 04:55:02
Client_611,Mexico,Organic,SMB,2024-07-31 10:39:45
Client_612,Panama,Paid,Freelancer,2024-06-05 02:23:30
Client_613,Costa Rica,Direct,Freelancer,2024-12-22 02:01:36
Client_614,Panama,Organic,Enterprise,2024-12-02 19:33:43
Client_615,Panama,Paid,Freelancer,2024-05-26 10:23:52
Client_616,United States,Referral,SMB,2024-12-15 10:09:39
Client_617,Mexico,Referral,Enterprise,2024-05-08 21:16:24
Client_618,Costa Rica,Organic,Enterprise,2024-05-12 03:19:17
Client_619,United States,Paid,Enterprise,2024-11-17 19:25:33
Client_620,United States,Organic,SMB,2024-02-12 06:16:27
Client_621,Costa Rica,Organic,Freelancer,2024-11-11 15:08:27
Client_622,Panama,Paid,SMB,2024-05-06 08:13:47
Client_623,United States,Paid,Enterprise,2024-01-20 19:27:52
Client_624,Panama,Direct,SMB,2024-03-09 08:32:30
Client_625,Mexico,Paid,SMB,2024-02-07 04:28:03
Client_626,Panama,Referral,Freelancer,2024-02-05 01:17:11
Client_627,Mexico,Organic,Freelancer,2024-06-13 13:30:00
Client_628,Panama,Organic,Enterprise,2024-06-22 11:16:51
Client_629,United States,Referral,SMB,2024-10-04 21:17:08
Client_630,United States,Paid,SMB,2024-11-17 00:43:09
Client_631,Mexico,Referral,Freelancer,2024-03-15 08:25:59
Client_632,Costa Rica,Referral,SMB,2024-04-27 16:12:27
Client_633,Mexico,Direct,SMB,2024-10-02 00:25:13
Client_634,Mexico,Referral,SMB,2024-02-16 13:58:53
Client_635,Panama,Organic,Freelancer,2024-09-07 10:07:17
Client_636,Panama,Referral,Enterprise,2024-07-12 12:45:15
Client_637,Mexico,Organic,Enterprise,2024-04-23 10:57:10
Client_638,United States,Organic,SMB,2024-08-26 04:14:26
Client_639,Panama,Organic,Enterprise,2024-04-18 02:40:54
Client_640,Costa Rica,Paid,Freelancer,2024-01-01 05:27:55
Client_641,Panama,Direct,Freelancer,2024-10-19 03:03:41
Client_642,Panama,Organic,Enterprise,2024-10-29 11:16:25
Client_643,Costa Rica,Organic,Enterprise,2024-11-10 09:41:35
Client_644,Mexico,Paid,SMB,2024-07-18 19:33:35
Client_645,Costa Rica,Organic,Enterprise,2024-03-19 19:53:25
Client_646,Mexico,Referral,SMB,2024-12-14 13:30:06
Client_647,Mexico,Referral,SMB,2024-08-08 02:01:13
Client_648,Mexico,Direct,Freelancer,2024-02-21 16:05:44
Client_649,Costa Rica,Organic,Freelancer,2024-06-11 16:54:36
Client_650,Mexico,Paid,Freelancer,2024-05-04 23:20:37
Client_651,United States,Referral,Freelancer,2024-05-22 11:27:39
Client_652,Costa Rica,Paid,Enterprise,2024-01-07 13:14:48
Client_653,United States,Paid,Freelancer,2024-06-07 21:12:12
Client_654,Mexico,Referral,Enterprise,2024-03-16 21:55:47
Client_655,Panama,Paid,Freelancer,2024-04-27 11:53:27
Client_656,Mexico,Referral,Enterprise,2024-01-08 14:46:43
Client_657,United States,Paid,SMB,2024-05-04 20:51:29
Client_658,United States,Referral,Enterprise,2024-01-10 07:38:33
Client_659,Costa Rica,Organic,Enterprise,2024-12-29 03:37:14
Client_660,Panama,Direct,Freelancer,2024-11-15 18:43:04
Client_661,Costa Rica,Referral,Enterprise,2024-04-17 21:26:44
Client_662,United States,Referral,SMB,2024-02-28 04:40:35
Client_663,Mexico,Direct,SMB,2024-05-13 16:43:29
Client_664,Panama,Referral,Freelancer,2024-08-28 21:01:20
Client_665,Mexico,Referral,SMB,2024-11-05 19:56:10
Client_666,Mexico,Paid,Enterprise,2024-06-27 15:00:22
Client_667,Panama,Direct,SMB,2024-01-25 05:08:21
Client_668,Costa Rica,Organic,Freelancer,2024-03-10 09:18:54
Client_669,Mexico,Referral,Enterprise,2024-04-29 18:25:18
Client_670,United States,Direct,Freelancer,2024-11-04 02:58:25
Client_671,Mexico,Paid,Enterprise,2024-10-19 14:33:03
Client_672,Panama,Organic,SMB,2024-03-12 20:38:34
Client_673,Panama,Direct,Freelancer,2024-05-02 03:14:27
Client_674,Panama,Organic,Freelancer,2024-05-28 13:04:23
Client_675,Costa Rica,Organic,Enterprise,2024-09-29 10:42:22
Client_676,Mexico,Organic,Freelancer,2024-12-20 17:06:55
Client_677,Costa Rica,Referral,Enterprise,2024-12-20 16:20:22
Client_678,Costa Rica,Referral,Enterprise,2024-05-20 07:47:32
Client_679,Panama,Paid,Enterprise,2024-09-24 14:01:13
Client_680,Panama,Paid,Enterprise,2024-08-23 04:04:59
Client_681,Costa Rica,Direct,SMB,2024-11-17 06:40:55
Client_682,Mexico,Paid,Enterprise,2024-04-26 14:02:39
Client_683,United States,Organic,Freelancer,2024-12-25 19:12:13
Client_684,Costa Rica,Organic,SMB,2024-07-30 16:32:56
Client_685,Mexico,Referral,Freelancer,2024-04-24 00:24:04
Client_686,Panama,Organic,SMB,2024-08-23 08:35:05
Client_687,Panama,Direct,Enterprise,2024-05-28 13:13:56
Client_688,Mexico,Organic,SMB,2024-11-20 14:40:17
Client_689,United States,Organic,SMB,2024-08-03 17:54:12
Client_690,Panama,Direct,Freelancer,2024-10-12 04:37:22
Client_691,Panama,Paid,Freelancer,2024-11-14 10:20:06
Client_692,Panama,Paid,Enterprise,2024-05-18 10:47:53
Client_693,Mexico,Direct,SMB,2024-07-02 11:10:28
Client_694,Costa Rica,Referral,SMB,2024-05-20 16:37:43
Client_695,Panama,Organic,SMB,2024-04-25 14:33:20
Client_696,Costa Rica,Direct,Enterprise,2024-05-28 21:09:38
Client_697,United States,Organic,Enterprise,2024-07-18 09:35:46
Client_698,Panama,Referral,Enterprise,2024-06-10 19:45:28
Client_699,Panama,Organic,Enterprise,2024-03-26 16:12:04
Client_700,United States,Direct,Enterprise,2024-12-12 05:17:51
Client_701,Panama,Organic,Freelancer,2024-11-15 01:46:51
Client_702,Costa Rica,Paid,SMB,2024-10-13 03:37:28
Client_703,Mexico,Referral,SMB,2024-06-14 10:23:56
Client_704,Costa Rica,Referral,SMB,2024-08-22 16:07:04
Client_705,Mexico,Referral,SMB,2024-11-14 15:37:04
Client_706,Mexico,Direct,SMB,2024-05-19 15:39:29
Client_707,Costa Rica,Referral,SMB,2024-03-03 12:54:12
Client_708,Costa Rica,Paid,SMB,2024-11-22 10:38:59
Client_709,Costa Rica,Direct,SMB,2024-07-14 05:37:02
Client_710,Costa Rica,Paid,Freelancer,2024-02-18 01:16:25
Client_711,United States,Organic,SMB,2024-05-24 07:06:32
Client_712,Panama,Organic,Freelancer,2024-12-07 07:31:18
Client_713,Mexico,Organic,Enterprise,2024-07-21 03:39:01
Client_714,Costa Rica,Organic,SMB,2024-11-20 20:54:14
Client_715,Costa Rica,Paid,Enterprise,2024-10-27 09:36:32
Client_716,Costa Rica,Direct,Enterprise,2024-07-15 13:41:43
Client_717,United States,Direct,Enterprise,2024-09-25 03:08:44
Client_718,Costa Rica,Referral,Freelancer,2024-02-12 02:30:20
Client_719,Costa Rica,Paid,Enterprise,2024-02-08 00:18:41
Client_720,Costa Rica,Organic,Enterprise,2024-10-02 09:55:39
Client_721,Panama,Paid,Enterprise,2024-07-21 00:54:17
Client_722,United States,Referral,SMB,2024-06-22 03:44:42
Client_723,Costa Rica,Referral,SMB,2024-09-13 22:05:28
Client_724,Mexico,Paid,Freelancer,2024-05-11 02:38:30
Client_725,Mexico,Paid,Freelancer,2024-08-22 03:21:57
Client_726,Mexico,Paid,SMB,2024-04-07 14:44:00
Client_727,United States,Direct,Freelancer,2024-08-10 11:44:16
Client_728,United States,Organic,SMB,2024-06-24 05:40:49
Client_729,Mexico,Paid,Enterprise,2024-06-27 23:22:45
Client_730,Costa Rica,Paid,Enterprise,2024-09-14 06:46:29
Client_731,United States,Paid,Freelancer,2024-06-06 12:26:09
Client_732,Mexico,Referral,SMB,2024-01-16 23:18:24
Client_733,Mexico,Referral,SMB,2024-12-01 19:40:57
Client_734,Costa Rica,Direct,Freelancer,2024-03-26 02:32:52
Client_735,Panama,Organic,SMB,2024-01-17 15:13:08
Client_736,United States,Direct,Enterprise,2024-01-20 04:05:21
Client_737,Costa Rica,Organic,Freelancer,2024-01-07 05:37:25
Client_738,Mexico,Referral,Freelancer,2024-11-05 11:09:35
Client_739,Mexico,Referral,SMB,2024-09-13 03:42:48
Client_740,Costa Rica,Referral,Freelancer,2024-09-03 13:18:57
Client_741,United States,Direct,SMB,2024-07-08 12:30:01
Client_742,Panama,Paid,SMB,2024-03-08 12:13:21
Client_743,Panama,Paid,SMB,2024-05-09 20:07:43
Client_744,Mexico,Referral,SMB,2024-10-01 04:17:51
Client_745,United States,Paid,SMB,2024-12-15 19:46:58
Client_746,Panama,Paid,Freelancer,2024-05-06 01:31:40
Client_747,United States,Direct,Enterprise,2024-12-18 18:06:30
Client_748,United States,Organic,Enterprise,2024-11-12 14:57:25
Client_749,Mexico,Referral,Freelancer,2024-03-16 19:28:11
Client_750,Panama,Referral,Freelancer,2024-10-11 08:23:10
Client_751,Costa Rica,Direct,Enterprise,2024-08-21 03:33:59
Client_752,Mexico,Direct,Enterprise,2024-05-07 07:17:57
Client_753,Panama,Paid,Enterprise,2024-03-26 07:24:43
Client_754,Panama,Referral,Enterprise,2024-08-07 06:22:50
Client_755,Panama,Organic,Enterprise,2024-10-30 23:19:37
Client_756,Panama,Direct,SMB,2024-03-15 12:45:22
Client_757,Panama,Organic,Freelancer,2024-09-09 14:33:35
Client_758,United States,Organic,SMB,2024-09-01 22:23:46
Client_759,Mexico,Referral,Enterprise,2024-09-06 22:52:46
Client_760,United States,Referral,Enterprise,2024-09-08 22:52:32
Client_761,Costa Rica,Direct,Enterprise,2024-10-27 19:27:59
Client_762,Panama,Referral,SMB,2024-07-09 21:16:15
Client_763,Mexico,Referral,SMB,2024-02-10 04:22:30
Client_764,Panama,Referral,Enterprise,2024-09-02 23:26:12
Client_765,Mexico,Organic,SMB,2024-02-02 00:08:51
Client_766,United States,Direct,SMB,2024-10-14 14:05:13
Client_767,Mexico,Paid,Enterprise,2024-04-13 21:32:46
Client_768,Costa Rica,Organic,SMB,2024-01-31 10:45:23
Client_769,Costa Rica,Referral,Freelancer,2024-12-01 14:51:25
Client_770,Mexico,Organic,Freelancer,2024-07-23 04:39:15
Client_771,Mexico,Referral,Freelancer,2024-07-05 22:53:09
Client_772,Mexico,Referral,Freelancer,2024-04-25 08:40:46
Client_773,Mexico,Organic,Enterprise,2024-03-28 07:19:19
Client_774,Costa Rica,Direct,Enterprise,2024-03-03 07:48:55
Client_775,Panama,Referral,Enterprise,2024-05-20 16:24:52
Client_776,Mexico,Direct,Freelancer,2024-06-16 23:44:14
Client_777,Mexico,Paid,Freelancer,2024-08-15 18:22:13
Client_778,Costa Rica,Referral,SMB,2024-09-23 22:25:55
Client_779,Costa Rica,Direct,SMB,2024-06-17 13:32:11
Client_780,United States,Direct,Freelancer,2024-09-30 01:49:01
Client_781,Mexico,Paid,Freelancer,2024-08-07 18:42:34
Client_782,United States,Direct,Freelancer,2024-03-06 21:19:56
Client_783,Costa Rica,Direct,Freelancer,2024-10-21 14:59:52
Client_784,Costa Rica,Paid,SMB,2024-09-30 03:29:43
Client_785,Panama,Referral,Freelancer,2024-01-31 13:18:49
Client_786,Mexico,Direct,SMB,2024-02-06 06:20:11
Client_787,United States,Direct,Freelancer,2024-11-13 12:33:29
Client_788,Costa Rica,Direct,Freelancer,2024-06-12 16:59:28
Client_789,Costa Rica,Organic,Freelancer,2024-07-04 09:58:22
Client_790,United States,Paid,SMB,2024-10-07 07:07:45
Client_791,Panama,Organic,SMB,2024-05-14 10:42:32
Client_792,Costa Rica,Paid,Enterprise,2024-01-20 23:29:59
Client_793,Mexico,Referral,Freelancer,2024-05-28 19:50:21
Client_794,Costa Rica,Referral,Enterprise,2024-05-27 15:35:35
Client_795,Mexico,Direct,Enterprise,2024-02-28 16:51:55
Client_796,United States,Paid,SMB,2024-01-06 03:19:05
Client_797,Mexico,Referral,SMB,2024-10-06 14:53:39
Client_798,United States,Paid,Enterprise,2024-03-14 00:48:34
Client_799,Mexico,Referral,Freelancer,2024-07-13 10:14:29
Client_800,United States,Organic,SMB,2024-08-23 21:12:06
Client_801,Mexico,Referral,Freelancer,2024-01-27 08:26:27
Client_802,Panama,Organic,Freelancer,2024-11-13 08:47:18
Client_803,Mexico,Referral,Enterprise,2024-03-30 00:20:40
Client_804,Mexico,Direct,Enterprise,2024-12-01 20:41:30
Client_805,Panama,Organic,Enterprise,2024-09-26 10:19:29
Client_806,Costa Rica,Referral,Enterprise,2024-04-18 02:06:10
Client_807,Costa Rica,Direct,SMB,2024-06-26 13:44:36
Client_808,Mexico,Organic,SMB,2024-06-24 22:22:42
Client_809,Panama,Direct,Enterprise,2024-01-15 18:03:54
Client_810,Mexico,Paid,SMB,2024-02-01 21:17:43
Client_811,United States,Paid,Enterprise,2024-12-15 18:01:47
Client_812,United States,Organic,Freelancer,2024-01-15 05:20:07
Client_813,Mexico,Referral,Freelancer,2024-10-19 16:36:39
Client_814,Costa Rica,Organic,Freelancer,2024-09-10 22:38:51
Client_815,Costa Rica,Direct,Enterprise,2024-07-07 11:56:11
Client_816,Mexico,Referral,Freelancer,2024-12-27 22:24:35
Client_817,Mexico,Paid,SMB,2024-05-29 08:08:04
Client_818,United States,Referral,Freelancer,2024-03-28 23:35:48
Client_819,Costa Rica,Paid,Freelancer,2024-02-21 15:45:58
Client_820,Mexico,Referral,Freelancer,2024-04-11 21:20:08
Client_821,United States,Referral,SMB,2024-09-22 17:23:58
Client_822,Costa Rica,Referral,Enterprise,2024-01-27 06:17:50
Client_823,Panama,Direct,SMB,2024-02-21 01:55:59
Client_824,United States,Direct,Enterprise,2024-11-10 19:28:45
Client_825,Costa Rica,Organic,Enterprise,2024-03-29 10:16:07
Client_826,Costa Rica,Organic,Freelancer,2024-08-14 22:53:05
Client_827,United States,Paid,Enterprise,2024-03-25 17:55:53
Client_828,Panama,Direct,SMB,2024-04-23 20:36:11
Client_829,United States,Paid,SMB,2024-01-30 03:51:47
Client_830,Costa Rica,Organic,Enterprise,2024-06-04 17:26:29
Client_831,Mexico,Paid,Freelancer,2024-07-27 17:25:31
Client_832,Mexico,Organic,Freelancer,2024-04-08 00:27:45
Client_833,United States,Direct,SMB,2024-07-30 20:22:30
Client_834,Costa Rica,Referral,Freelancer,2024-07-22 17:15:59
Client_835,Mexico,Direct,Enterprise,2024-10-06 05:02:58
Client_836,Costa Rica,Paid,Enterprise,2024-07-04 04:58:20
Client_837,United States,Paid,SMB,2024-11-22 03:59:22
Client_838,Mexico,Direct,Enterprise,2024-06-21 08:16:49
Client_839,Costa Rica,Direct,SMB,2024-08-26 04:43:22
Client_840,Mexico,Organic,Enterprise,2024-12-11 22:22:31
Client_841,United States,Paid,SMB,2024-12-16 12:17:41
Client_842,Costa Rica,Paid,Freelancer,2024-01-05 07:13:36
Client_843,Mexico,Direct,Enterprise,2024-08-04 20:49:31
Client_844,United States,Referral,Enterprise,2024-11-29 05:11:28
Client_845,Mexico,Paid,SMB,2024-04-16 01:29:26
Client_846,Mexico,Referral,SMB,2024-08-13 13:15:43
Client_847,Panama,Direct,Enterprise,2024-08-02 15:43:03
Client_848,Panama,Direct,SMB,2024-06-16 06:15:00
Client_849,United States,Organic,Enterprise,2024-10-28 21:03:27
Client_850,Panama,Paid,Freelancer,2024-10-18 01:20:59
Client_851,United States,Referral,SMB,2024-01-04 05:33:35
Client_852,Panama,Organic,Enterprise,2024-07-01 06:38:34
Client_853,Mexico,Paid,Freelancer,2024-02-02 21:47:16
Client_854,United States,Organic,Freelancer,2024-05-20 08:27:47
Client_855,United States,Direct,Enterprise,2024-03-26 09:58:53
Client_856,Mexico,Paid,SMB,2024-10-21 10:26:13
Client_857,United States,Organic,Enterprise,2024-12-04 22:38:37
Client_858,United States,Organic,Freelancer,2024-09-22 09:46:29
Client_859,Panama,Referral,Enterprise,2024-09-21 00:47:14
Client_860,United States,Organic,SMB,2024-01-23 16:36:24
Client_861,Costa Rica,Paid,Freelancer,2024-11-30 11:27:07
Client_862,Mexico,Paid,Enterprise,2024-09-23 05:09:30
Client_863,Panama,Referral,SMB,2024-09-15 19:55:25
Client_864,Panama,Paid,Freelancer,2024-12-22 06:21:42
Client_865,Costa Rica,Direct,SMB,2024-11-03 15:53:51
Client_866,Mexico,Paid,Freelancer,2024-07-19 21:05:04
Client_867,Mexico,Paid,Enterprise,2024-07-02 20:27:42
